"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"1439","baby|boy|coma|demon|house","Horror, Mystery, Thriller","$ 54009150","$ 1500000","English","USA, Canada, UK",6.8,337,"2011-10-28","2011","Insidious (2011)"
"1440","bank|bastille day|call girl|childhood friend|drugs","Crime, Thriller","$ 418961","$ 1500000","English, French","France, USA",6.5,40,"1995-08-23","1995","Killing Zoe (1995)"
"1441","jew|jewish nazi|nazism|racism|skinhead","Drama","$ 416925","$ 1500000","English, Hebrew","USA",7.2,98,"2002-02-08","2002","The Believer (2002)"
"1442","flashback|football game|school|small town|snow","Crime, Drama, Romance","$ 402858","","English","USA",6.8,88,"2008-10-29","2008","Snow Angels (2008)"
"1443","","Action, Horror, Thriller","$ 510957","$ 1500000","English","USA",4.3,10,"2015-08-28","2015","Unsullied (2015)"
"1444","abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality","Horror, Mystery","$ 378176","$ 1500000","English","USA",6.4,152,"2001-09-14","2001","Session 9 (2001)"
"1445","cheese|city|ice cream|school|second city","Comedy, Romance","$ 194568","$ 1500000","English","USA",6.1,31,"2006-04-28","2006","I Want Someone to Eat Cheese With (2006)"
"1446","one word title","Drama, Family","$ 369129","","English","USA",6.8,8,"2011-09-22","2011","Mooz-Lum (2011)"
"1447","bayou|boat|louisiana|swamp|tour","Comedy, Horror, Thriller","$ 175281","$ 1500000","English","USA",5.7,242,"2010-04-02","2010","Hatchet (2010)"
"1448","b movie|birthday|chinese|demon|small town","Comedy, Fantasy, Horror","$ 173066","$ 1500000","English","USA",6.2,108,"2008-12-05","2008","My Name Is Bruce (2008)"
"1449","","Comedy, Drama","$ 139084","$ 1500000","English","USA",4.1,14,"2005-01-01","2005","The Salon (2005)"
"1450","girl in panties|panties|red panties|stand up comedy","Comedy","$ 113169","$ 1500000","English","USA",6.1,14,"2015-03-06","2015","Road Hard (2015)"
"1451","love|music producer|previous marriage|rock 'n' roll|russian","Drama, Music, Romance","$ 75828","$ 1500000","English","USA",6.2,40,"2005-12-07","2005","Forty Shades of Blue (2005)"
"1452","american|filipino|friendship|guerrilla army|village","Drama, War","$ 184705","$ 1500000","English, Filipino","USA",5.8,33,"2011-07-06","2011","Amigo (2011)"
"1453","blood splatter|talk radio|virus|vomiting blood|zombie apocalypse","Fantasy, Horror, Thriller","$ 3865","$ 1500000","English, French, Armenian","Canada",6.6,198,"2009-09-18","2009","Pontypool (2009)"
"1454","cancer|cigarette smoking|hospital|one night stand|trucker","Drama","$ 52429","$ 2000000","English","USA",6.6,46,"2008-04-24","2008","Trucker (2008)"
"1455","boat|director|loch ness|loch ness monster|monster","Adventure, Comedy, Fantasy","$ 37493","$ 1400000","English","UK",6.5,56,"2004-09-17","2004","Incident at Loch Ness (2004)"
"1456","1970s|1980s|nonlinear timeline|rescue|vietnam war","Drama","$ 641039","$ 1300000","Vietnamese, English","USA",7.1,10,"2006-03-29","2006","Journey from the Fall (2006)"
"1457","basketball|german immigrant|opera|two word title|war orphan","Drama","$ 367098","$ 1300000","English, German","USA",6.3,14,"2000-05-05","2000","The Basket (2000)"
"1458","blaxploitation|hanukkah|jewish|kwanzaa|santa claus","Comedy","$ 82157","$ 2000000","English, Hebrew, Yiddish","USA",6.1,38,"2004-03-25","2004","The Hebrew Hammer (2004)"
"1459","interrupted sex|kiss|love|mistaken sex scene|sex in car","Comedy, Musical, Romance","$ 111551","CAD 1500000","English, Hindi, French","India",3.2,5,"2005-12-09","2005","Neal 'N' Nikki (2005)"
"1460","","Drama, Music","$ 2850357","$ 2000000","English","USA",5.7,16,"2013-04-19","2013","Filly Brown (2013)"
"1461","drugs|highway|police|state trooper|vermont","Comedy, Crime, Mystery","$ 18492362","$ 3000000","English, German, French","USA",7.1,106,"2003-08-08","2003","Super Troopers (2003)"
"1462","addiction|alcoholic|baseball|car accident|reference to god","Drama, Sport","$ 2861020","$ 1200000","English","USA",5.9,12,"2014-02-26","2014","Home Run (2014)"
"1463","church|college|color in title|philosophy|texas","Comedy, Drama","$ 595018","$ 1200000","English","USA",5.9,36,"2012-03-13","2012","Blue Like Jazz (2012)"
"1464","female bassist|female drummer|female guitarist|female singer|portland oregon","Comedy, Music","$ 60000","$ 1200000","English","USA",6.6,12,"2001-07-06","2001","Down and Out with the Dolls (2001)"
"1465","cook|dishwasher|flashing|male frontal nudity|waiter","Comedy","$ 16124543","$ 3000000","English, German","USA",6.8,61,"2005-10-07","2005","Waiting... (2005)"
"1466","ballet|cult film|dance|dracula|gothic","Drama, Horror, Musical","$ 55365","$ 1600000","English","Canada",6.8,58,"2003-12-12","2003","Dracula: Pages from a Virgin's Diary (2003)"
"1467","exploitation|four word title|hallucinogen|lynchian|telepathy","Horror, Sci-Fi, Thriller","$ 56491","CAD 1100000","English","Canada",6.1,103,"2010-12-03","2010","Beyond the Black Rainbow (2010)"
"1468","female nudity|male nudity|male rear nudity|nudity","Drama","$ 5012","$ 1100000","English","Norway, USA",4.9,17,"2014-01-31","2014","The Sleepwalker (2014)"
"1469","blender|computer screen|secret|skype|webcam","Horror, Mystery, Thriller","$ 32482090","$ 1000000","English","USA, Russia",5.5,309,"2015-06-18","2015","Unfriended (2015)"
"1470","dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman","Drama, Romance","$ 9706328","$ 1000000","English","USA",7.4,401,"2013-02-14","2013","Blue Valentine (2013)"
"1471","bail|male full frontal nudity|sex change|stepfather|transsexual","Adventure, Comedy, Drama","$ 9015303","$ 1000000","English, Spanish","USA",7.4,178,"2006-02-10","2006","Transamerica (2006)"
"1472","activist|amazon|color in title|rain|rain forest","Adventure, Horror","$ 7192291","$ 5000000","English, Spanish","USA, Spain",5.3,327,"2015-09-24","2015","The Green Inferno (2015)"
"1473","adoption|baby|friend|pregnancy|school","Comedy, Drama","$ 143495265","$ 7500000","English, Spanish","USA, Canada",7.4,384,"2008-04-04","2008","Juno (2008)"
"1474","actor|anilingus|double cross|funeral home|two timing","Comedy, Drama","$ 2057193","$ 1000000","English","USA",5.5,54,"1998-04-24","1998","Two Girls and a Guy (1998)"
"1475","gang|independent film|prison|racial slur|urban setting","Drama","$ 1009819","$ 1000000","English","USA",7.1,17,"1999-01-07","1999","Slam (1999)"
"1476","fbi agent|mormon|prayer|sheriff|utah","Crime, Drama, Mystery","$ 852206","$ 1000000","English","USA",6.8,12,"2001-03-30","2001","Brigham City (2001)"
"1477","mumbai riots|politician|riot|suicide|tragic event","Action, Crime, Drama","$ 596591","$ 1000000","Hindi, Urdu","India",6.1,1,"2000-09-08","2000","Fiza (2000)"
"1478","book of mormon|fight|mormon|ray gun|sidekick","Comedy","$ 602302","$ 1000000","English","USA, Japan",6.2,54,"1998-10-23","1998","Orgazmo (1998)"
"1479","best friend|lake|love|small town|womanizer","Drama, Romance","$ 549666","$ 2500000","English","USA",6.8,92,"2003-08-01","2003","All the Real Girls (2003)"
"1480","contest|poetry|refusing to eat|starving oneself|teenage girl","Drama","$ 465310","$ 1000000","English","USA",6.5,44,"2003-08-22","2003","Blue Car (2003)"
"1481","divorce|friend|jewish|lent|restaurant","Comedy, Romance","$ 292309","$ 1000000","English","USA",5.5,14,"2000-05-05","2000","Luminarias (2000)"
"1482","girls' soccer|high school|high school student|soccer coach|teenager","Drama","$ 767732","","English","USA",6.2,121,"2014-05-09","2014","Palo Alto (2014)"
"1483","arab|christian|israeli|palestinian|violence","Crime, Drama","$ 622403","$ 1000000","Arabic, Hebrew","Germany, Israel, UK",7.3,101,"2009-09-17","2009","Ajami (2009)"
"1484","buddhism|evolution|eye|reincarnation|stuck in elevator","Drama, Romance, Sci-Fi","$ 336472","","English, Hindi","USA",7.4,153,"2014-09-19","2014","I Origins (2014)"
"1485","actress|fame|inside joke|new york|one man show","Comedy, Drama","$ 112521","","English","USA",5.5,14,"2000-05-14","2000","Lisa Picard Is Famous (2000)"
"1486","family relationships|loss of mother|san diego california|single mother|suicide attempt","Action, Drama","$ 96734","$ 1000000","English","USA",5.6,3,"2012-06-01","2012","Hardflip (2012)"
"1487","chocolate|christmas|christmas eve|death|suspect","Crime, Drama, Mystery","$ 49000","GBP 1500000","Hindi","India",4.8,4,"2005-05-22","2005","Chocolate: Deep Dark Secrets (2005)"
"1488","cult film|eclipse|haunted house|lunar eclipse|secret","Horror","$ 101215","$ 900000","English","USA",6.4,257,"2012-05-04","2012","The House of the Devil (2012)"
"1489","arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party","Comedy, Crime, Thriller","$ 48764","$ 500000","English","USA",6.8,112,"2011-05-07","2011","The Perfect Host (2011)"
"1490","gangster|organized crime|robbery|rosh hashanah|safecracking","Comedy, Crime","$ 45724","$ 1000000","English","USA",5.9,34,"1999-07-09","1999","Safe Men (1999)"
"1491","car racing|crush|hustler|scam|watching television","Crime, Drama, Romance","$ 17246","$ 1000000","English","USA, Israel",5.8,8,"1999-02-11","1999","Speedway Junky (1999)"
"1492","actor|magazine|model|rock band|suburb","Comedy, Drama","$ 22731","","English","USA",6.7,107,"1998-09-23","1998","The Last Big Thing (1998)"
"1493","action figure|press conference|superhero|superhero team|toy","Action, Comedy, Fantasy","$ 13276","$ 1000000","English","USA",5.8,18,"2000-09-18","2000","The Specials (2000)"
"1494","female nudity|female pubic hair|masturbation|panties|pubic hair","Crime, Drama, Thriller","$ 10787","$ 1000000","English, Spanish","USA",6,71,"2008-07-04","2008","Alone with Her (2008)"
"1495","dream sequence|locked in a room|looking at self in mirror|medication|superhero","Comedy, Drama, Sci-Fi","$ 7202","$ 1000000","English","USA",6.9,56,"2006-11-17","2006","Special (2006)"
"1496","automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park","Comedy, Drama","$ 7326","","English","USA",5.5,8,"1999-03-19","1999","Sparkler (1999)"
"1497","cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent","Action, Adventure, Comedy","$ 3700","$ 1000000","English","USA",2.1,NA,"2005-03-16","2005","The Helix... Loaded (2005)"
"1498","based on play|character name in title","Comedy, Drama","$ 1000","$ 1500000","English","USA",5.2,9,"2001-09-13","2001","The Jimmy Show (2001)"
"1499","disability|experiment|genius|intelligence|mouse","Comedy, Drama, Romance","$ 814666","$ 950000","English","USA",6.6,6,"2002-09-20","2002","Charly (2002)"
"1500","facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor","Comedy, Romance","$ 13944","$ 989000","English","USA",4.7,6,"2007-06-01","2007","And Then Came Love (2007)"
"1501","chatting|missing person poster|online dating|photographer|sexual predator","Drama, Thriller","$ 1024640","$ 950000","English","USA",7.1,247,"2006-04-28","2006","Hard Candy (2006)"
"1502","birthday|boxing|coach|gym|olympics","Comedy, Romance, Sport","$ 443591","$ 850000","English","USA",7.2,33,"2007-04-26","2007","The Hammer (2007)"
"1503","cigarette smoking|dea|drugs|inspired by true events|undercover","Crime, Drama, Thriller","$ 333760","$ 11000000","English","Canada, USA",6.7,23,"1998-09-25","1998","Snitch (1998)"
"1504","bible|christian propaganda|christianity|time machine|zealot","Drama, Fantasy, Sci-Fi","$ 1305964","$ 825000","English","USA",5.2,17,"2016-12-29","2016","Time Changer (2016)"
"1505","bathroom|chase|girl|pimp|toilet","Crime, Drama, Thriller","$ 6700","GBP 500000","English","UK",6.9,66,"2006-12-01","2006","London to Brighton (2006)"
"1506","","Mystery, Thriller","$ 3256","$ 100000","English","USA",3,7,"2015-08-28","2015","Windsor Drive (2015)"
"1507","colorado|diner|iraq|nuclear missile|president","Drama, Thriller","$ 145071","$ 800000","English","France, USA",6.4,20,"2000-03-10","2000","Deterrence (2000)"
"1508","death|farm|fur coat|grief|misfit","Crime, Drama, Romance","$ 62852","$ 800000","English","USA",7.1,19,"2003-01-17","2003","The Mudge Boy (2003)"
"1509","based on play|independent film","Drama","$ 59166","","English","USA",4.7,12,"2000-03-12","2000","The Young Unknowns (2000)"
"1510","","Comedy, Drama, Romance","$ 36026","$ 800000","English","USA",4.1,7,"2014-09-19","2014","Not Cool (2014)"
"1511","medical student|nazi|snow|snowmobile|zombie","Comedy, Horror","$ 46742","$ 800000","Norwegian","Norway",6.3,231,"2009-01-09","2009","Dead Snow (2009)"
"1512","ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium","Action, Drama, War","$ 1310470","$ 780000","English, German","USA",6.7,33,"2005-03-25","2005","Saints and Soldiers (2005)"
"1513","based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot","Animation, Action, Adventure","$ 5520368","$ 750000","English","USA",6.7,82,"2007-04-13","2007","Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)"
"1514","classified ad|intern|magazine|time machine|time travel","Comedy, Drama, Romance","$ 4010957","$ 750000","English","USA",7,281,"2012-10-18","2012","Safety Not Guaranteed (2012)"
"1515","female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper","Action, Crime, Horror","$ 29063","GBP 500000","English, Swedish","UK",6.4,270,"2011-09-02","2011","Kill List (2011)"
"1516","bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn","Drama, Horror, Mystery","$ 78396","$ 750000","English","USA",5.4,299,"2012-03-08","2012","The Innkeepers (2012)"
"1517","conspiracy theory|kennedy assassination|mock documentary|paranoia","Drama","$ 48058","$ 750000","English","USA",6.5,33,"2002-05-09","2002","Interview with the Assassin (2002)"
"1518","male frontal nudity|male nudity|male pubic hair|male rear nudity|spain","Crime, Drama, Horror","$ 19367","GBP 900000","English","UK",5.1,117,"2008-07-18","2008","Donkey Punch (2008)"
"1519","ephebophile|pederasty|pedophilia|playing hooky|shaving","Crime, Drama","$ 1138836","$ 700000","English","USA",7.1,70,"2002-11-29","2002","L.I.E. (2002)"
"1520","accused of witchcraft|based on short story","Drama, Mystery, Thriller","$ 6870","$ 1000000","English","USA",6.2,24,"2014-10-18","2014","The Sisterhood of Night (2014)"
"1521","animal name in title|ape abducts a woman|gorilla|island|king kong","Action, Adventure, Drama","$ 218080025","$ 207000000","English","New Zealand, USA, Germany",7.2,224,"2005-12-16","2005","King Kong (2005)"
"1522","bathroom|classroom|dialectics|drugs|student","Drama","$ 2697938","$ 700000","English","USA",7.2,210,"2006-09-22","2006","Half Nelson (2006)"
"1523","friend|new year's eve|screwball|self discovery|social differences","Comedy","$ 2284034","$ 650000","English","USA",6.5,25,"1998-06-19","1998","Hav Plenty (1998)"
"1524","diarrhea|female nudity|middle aged man|sex scene|sexy nurse","Drama, Fantasy, Horror","$ 171962","","English, French","USA",5.1,167,"2014-07-19","2014","Escape from Tomorrow (2014)"
"1525","coma|crash","Drama, Mystery","$ 24544","","English","USA",5.1,18,"2014-08-08","2014","After (2014)"
"1526","coma|crash","Drama, Romance","$ 12138565","$ 14000000","English","USA",5.4,72,"2019-04-11","2019","After (2019)"
"1527","church|cigarette smoking|deacon|twin brother|twins","Action, Drama, Crime","$ 173599","$ 600000","English","USA",5.3,15,"2006-12-05","2006","Mercy Streets (2006)"
"1528","","Mystery, Thriller","$ 23616","$ 600000","English","USA",4.4,NA,"2007-07-20","2007","Arnolds Park (2007)"
"1529","","Crime, Drama","$ 82312","$ 600000","English","USA",4.9,NA,"2014-05-02","2014","Water & Power (2014)"
"1530","christian film|dare|firefighter|internet pornography|marriage","Drama, Fantasy, Romance","$ 33456317","$ 500000","English","USA",6.5,51,"2008-09-26","2008","Fireproof (2008)"
"1531","bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses","Adventure, Drama, Horror","$ 30610863","$ 500000","English","USA",5.7,234,"2004-08-20","2004","Open Water (2004)"
"1532","abandoned|depot|dwarf|newfoundland new jersey|train","Comedy, Drama","$ 5739376","$ 500000","English, Spanish","USA",7.6,164,"2005-05-06","2005","The Station Agent (2005)"
"1533","basketball|beer pong|childhood friend|christian|suicide","Drama","$ 3777210","$ 500000","English","USA",6.9,21,"2010-11-11","2010","To Save a Life (2010)"
"1534","church|love|marriage|mormon|single","Comedy, Drama, Romance","$ 1250798","$ 500000","English","USA",6.4,5,"2002-01-30","2002","The Singles Ward (2002)"
"1535","boy|girl|hair|school|taliban","Drama","$ 1270904","$ 46000","French, Arabic, Dari, Pushto, English","Afghanistan, Ireland, Japan, Iran, Netherlands",7.3,106,"2004-01-30","2004","Osama (2004)"
