"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"1426","female bassist|female drummer|female guitarist|female singer|portland oregon","Comedy, Music","$ 60000","$ 1200000","English","USA",6.6,12,"2001-07-06","2001","Down and Out with the Dolls (2001)"
"1427","cook|dishwasher|flashing|male frontal nudity|waiter","Comedy","$ 16124543","$ 3000000","English, German","USA",6.8,61,"2005-10-07","2005","Waiting... (2005)"
"1428","ballet|cult film|dance|dracula|gothic","Drama, Horror, Musical","$ 55365","$ 1600000","English","Canada",6.8,58,"2003-12-12","2003","Dracula: Pages from a Virgin's Diary (2003)"
"1429","exploitation|four word title|hallucinogen|lynchian|telepathy","Horror, Sci-Fi, Thriller","$ 56491","CAD 1100000","English","Canada",6.1,103,"2010-12-03","2010","Beyond the Black Rainbow (2010)"
"1430","female nudity|male nudity|male rear nudity|nudity","Drama","$ 5012","$ 1100000","English","Norway, USA",4.9,17,"2014-01-31","2014","The Sleepwalker (2014)"
"1431","blender|computer screen|secret|skype|webcam","Horror, Mystery, Thriller","$ 32482090","$ 1000000","English","USA, Russia",5.5,309,"2015-06-18","2015","Unfriended (2015)"
"1432","dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman","Drama, Romance","$ 9706328","$ 1000000","English","USA",7.4,401,"2013-02-14","2013","Blue Valentine (2013)"
"1433","bail|male full frontal nudity|sex change|stepfather|transsexual","Adventure, Comedy, Drama","$ 9015303","$ 1000000","English, Spanish","USA",7.4,178,"2006-02-10","2006","Transamerica (2006)"
"1434","activist|amazon|color in title|rain|rain forest","Adventure, Horror","$ 7192291","$ 5000000","English, Spanish","USA, Spain",5.3,327,"2015-09-24","2015","The Green Inferno (2015)"
"1435","actor|anilingus|double cross|funeral home|two timing","Comedy, Drama","$ 2057193","$ 1000000","English","USA",5.5,54,"1998-04-24","1998","Two Girls and a Guy (1998)"
"1436","gang|independent film|prison|racial slur|urban setting","Drama","$ 1009819","$ 1000000","English","USA",7.1,17,"1999-01-07","1999","Slam (1999)"
"1437","fbi agent|mormon|prayer|sheriff|utah","Crime, Drama, Mystery","$ 852206","$ 1000000","English","USA",6.8,12,"2001-03-30","2001","Brigham City (2001)"
"1438","mumbai riots|politician|riot|suicide|tragic event","Action, Crime, Drama","$ 596591","$ 1000000","Hindi, Urdu","India",6.1,1,"2000-09-08","2000","Fiza (2000)"
"1439","book of mormon|fight|mormon|ray gun|sidekick","Comedy","$ 602302","$ 1000000","English","USA, Japan",6.2,54,"1998-10-23","1998","Orgazmo (1998)"
"1440","best friend|lake|love|small town|womanizer","Drama, Romance","$ 549666","$ 2500000","English","USA",6.8,92,"2003-08-01","2003","All the Real Girls (2003)"
"1441","contest|poetry|refusing to eat|starving oneself|teenage girl","Drama","$ 465310","$ 1000000","English","USA",6.5,44,"2003-08-22","2003","Blue Car (2003)"
"1442","divorce|friend|jewish|lent|restaurant","Comedy, Romance","$ 292309","$ 1000000","English","USA",5.5,14,"2000-05-05","2000","Luminarias (2000)"
"1443","girls' soccer|high school|high school student|soccer coach|teenager","Drama","$ 767732","","English","USA",6.2,121,"2014-05-09","2014","Palo Alto (2014)"
"1444","arab|christian|israeli|palestinian|violence","Crime, Drama","$ 622403","$ 1000000","Arabic, Hebrew","Germany, Israel, UK",7.3,101,"2009-09-17","2009","Ajami (2009)"
"1445","buddhism|evolution|eye|reincarnation|stuck in elevator","Drama, Romance, Sci-Fi","$ 336472","","English, Hindi","USA",7.4,153,"2014-09-19","2014","I Origins (2014)"
"1446","actress|fame|inside joke|new york|one man show","Comedy, Drama","$ 112521","","English","USA",5.5,14,"2000-05-14","2000","Lisa Picard Is Famous (2000)"
"1447","family relationships|loss of mother|san diego california|single mother|suicide attempt","Action, Drama","$ 96734","$ 1000000","English","USA",5.6,3,"2012-06-01","2012","Hardflip (2012)"
"1448","chocolate|christmas|christmas eve|death|suspect","Crime, Drama, Mystery","$ 49000","GBP 1500000","Hindi","India",4.8,4,"2005-05-22","2005","Chocolate: Deep Dark Secrets (2005)"
"1449","cult film|eclipse|haunted house|lunar eclipse|secret","Horror","$ 101215","$ 900000","English","USA",6.4,257,"2012-05-04","2012","The House of the Devil (2012)"
"1450","arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party","Comedy, Crime, Thriller","$ 48764","$ 500000","English","USA",6.8,112,"2011-05-07","2011","The Perfect Host (2011)"
"1451","gangster|organized crime|robbery|rosh hashanah|safecracking","Comedy, Crime","$ 45724","$ 1000000","English","USA",5.9,34,"1999-07-09","1999","Safe Men (1999)"
"1452","car racing|crush|hustler|scam|watching television","Crime, Drama, Romance","$ 17246","$ 1000000","English","USA, Israel",5.8,8,"1999-02-11","1999","Speedway Junky (1999)"
"1453","actor|magazine|model|rock band|suburb","Comedy, Drama","$ 22731","","English","USA",6.7,107,"1998-09-23","1998","The Last Big Thing (1998)"
"1454","action figure|press conference|superhero|superhero team|toy","Action, Comedy, Fantasy","$ 13276","$ 1000000","English","USA",5.8,18,"2000-09-18","2000","The Specials (2000)"
"1455","female nudity|female pubic hair|masturbation|panties|pubic hair","Crime, Drama, Thriller","$ 10787","$ 1000000","English, Spanish","USA",6,71,"2008-07-04","2008","Alone with Her (2008)"
"1456","dream sequence|locked in a room|looking at self in mirror|medication|superhero","Comedy, Drama, Sci-Fi","$ 7202","$ 1000000","English","USA",6.9,56,"2006-11-17","2006","Special (2006)"
"1457","automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park","Comedy, Drama","$ 7326","","English","USA",5.5,8,"1999-03-19","1999","Sparkler (1999)"
"1458","cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent","Action, Adventure, Comedy","$ 3700","$ 1000000","English","USA",2.1,NA,"2005-03-16","2005","The Helix... Loaded (2005)"
"1459","based on play|character name in title","Comedy, Drama","$ 1000","$ 1500000","English","USA",5.2,9,"2001-09-13","2001","The Jimmy Show (2001)"
"1460","disability|experiment|genius|intelligence|mouse","Comedy, Drama, Romance","$ 814666","$ 950000","English","USA",6.6,6,"2002-09-20","2002","Charly (2002)"
"1461","facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor","Comedy, Romance","$ 13944","$ 989000","English","USA",4.7,6,"2007-06-01","2007","And Then Came Love (2007)"
"1462","chatting|missing person poster|online dating|photographer|sexual predator","Drama, Thriller","$ 1024640","$ 950000","English","USA",7.1,247,"2006-04-28","2006","Hard Candy (2006)"
"1463","birthday|boxing|coach|gym|olympics","Comedy, Romance, Sport","$ 443591","$ 850000","English","USA",7.2,33,"2007-04-26","2007","The Hammer (2007)"
"1464","bible|christian propaganda|christianity|time machine|zealot","Drama, Fantasy, Sci-Fi","$ 1305964","$ 825000","English","USA",5.2,17,"2016-12-29","2016","Time Changer (2016)"
"1465","bathroom|chase|girl|pimp|toilet","Crime, Drama, Thriller","$ 6700","GBP 500000","English","UK",6.9,66,"2006-12-01","2006","London to Brighton (2006)"
"1466","","Mystery, Thriller","$ 3256","$ 100000","English","USA",3,7,"2015-08-28","2015","Windsor Drive (2015)"
"1467","colorado|diner|iraq|nuclear missile|president","Drama, Thriller","$ 145071","$ 800000","English","France, USA",6.4,20,"2000-03-10","2000","Deterrence (2000)"
"1468","death|farm|fur coat|grief|misfit","Crime, Drama, Romance","$ 62852","$ 800000","English","USA",7.1,19,"2003-01-17","2003","The Mudge Boy (2003)"
"1469","based on play|independent film","Drama","$ 59166","","English","USA",4.7,12,"2000-03-12","2000","The Young Unknowns (2000)"
"1470","","Comedy, Drama, Romance","$ 36026","$ 800000","English","USA",4.1,7,"2014-09-19","2014","Not Cool (2014)"
"1471","medical student|nazi|snow|snowmobile|zombie","Comedy, Horror","$ 46742","$ 800000","Norwegian","Norway",6.3,231,"2009-01-09","2009","Dead Snow (2009)"
"1472","ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium","Action, Drama, War","$ 1310470","$ 780000","English, German","USA",6.7,33,"2005-03-25","2005","Saints and Soldiers (2005)"
"1473","based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot","Animation, Action, Adventure","$ 5520368","$ 750000","English","USA",6.7,82,"2007-04-13","2007","Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)"
"1474","classified ad|intern|magazine|time machine|time travel","Comedy, Drama, Romance","$ 4010957","$ 750000","English","USA",7,281,"2012-10-18","2012","Safety Not Guaranteed (2012)"
"1475","female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper","Action, Crime, Horror","$ 29063","GBP 500000","English, Swedish","UK",6.4,270,"2011-09-02","2011","Kill List (2011)"
"1476","bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn","Drama, Horror, Mystery","$ 78396","$ 750000","English","USA",5.4,299,"2012-03-08","2012","The Innkeepers (2012)"
"1477","conspiracy theory|kennedy assassination|mock documentary|paranoia","Drama","$ 48058","$ 750000","English","USA",6.5,33,"2002-05-09","2002","Interview with the Assassin (2002)"
"1478","male frontal nudity|male nudity|male pubic hair|male rear nudity|spain","Crime, Drama, Horror","$ 19367","GBP 900000","English","UK",5.1,117,"2008-07-18","2008","Donkey Punch (2008)"
"1479","ephebophile|pederasty|pedophilia|playing hooky|shaving","Crime, Drama","$ 1138836","$ 700000","English","USA",7.1,70,"2002-11-29","2002","L.I.E. (2002)"
"1480","accused of witchcraft|based on short story","Drama, Mystery, Thriller","$ 6870","$ 1000000","English","USA",6.2,24,"2014-10-18","2014","The Sisterhood of Night (2014)"
"1481","bathroom|classroom|dialectics|drugs|student","Drama","$ 2697938","$ 700000","English","USA",7.2,210,"2006-09-22","2006","Half Nelson (2006)"
"1482","friend|new year's eve|screwball|self discovery|social differences","Comedy","$ 2284034","$ 650000","English","USA",6.5,25,"1998-06-19","1998","Hav Plenty (1998)"
"1483","diarrhea|female nudity|middle aged man|sex scene|sexy nurse","Drama, Fantasy, Horror","$ 171962","","English, French","USA",5.1,167,"2014-07-19","2014","Escape from Tomorrow (2014)"
"1484","coma|crash","Drama, Mystery","$ 24544","","English","USA",5.1,18,"2014-08-08","2014","After (2014)"
"1485","coma|crash","Drama, Romance","$ 12138565","$ 14000000","English","USA",5.4,72,"2019-04-11","2019","After (2019)"
"1486","church|cigarette smoking|deacon|twin brother|twins","Action, Drama, Crime","$ 173599","$ 600000","English","USA",5.3,15,"2006-12-05","2006","Mercy Streets (2006)"
"1487","","Mystery, Thriller","$ 23616","$ 600000","English","USA",4.4,NA,"2007-07-20","2007","Arnolds Park (2007)"
"1488","","Crime, Drama","$ 82312","$ 600000","English","USA",4.9,NA,"2014-05-02","2014","Water & Power (2014)"
"1489","christian film|dare|firefighter|internet pornography|marriage","Drama, Fantasy, Romance","$ 33456317","$ 500000","English","USA",6.5,51,"2008-09-26","2008","Fireproof (2008)"
"1490","bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses","Adventure, Drama, Horror","$ 30610863","$ 500000","English","USA",5.7,234,"2004-08-20","2004","Open Water (2004)"
"1491","abandoned|depot|dwarf|newfoundland new jersey|train","Comedy, Drama","$ 5739376","$ 500000","English, Spanish","USA",7.6,164,"2005-05-06","2005","The Station Agent (2005)"
"1492","basketball|beer pong|childhood friend|christian|suicide","Drama","$ 3777210","$ 500000","English","USA",6.9,21,"2010-11-11","2010","To Save a Life (2010)"
"1493","church|love|marriage|mormon|single","Comedy, Drama, Romance","$ 1250798","$ 500000","English","USA",6.4,5,"2002-01-30","2002","The Singles Ward (2002)"
"1494","boy|girl|hair|school|taliban","Drama","$ 1270904","$ 46000","French, Arabic, Dari, Pushto, English","Afghanistan, Ireland, Japan, Iran, Netherlands",7.3,106,"2004-01-30","2004","Osama (2004)"
"1495","dj|ecstasy the drug|rave|raver|warehouse","Drama, Music","$ 1115313","$ 500000","English","USA",6.6,38,"2000-10-19","2000","Groove (2000)"
"1496","latter day saints|missionary|pickup truck|police|video camera","Comedy, Crime, Family","$ 1111615","$ 500000","English","USA",6.1,3,"2003-01-31","2003","The R.M. (2003)"
"1497","conjoined twins|independent film|low budget film|separation|twin","Drama","$ 985341","$ 500000","English","USA",7.2,55,"2000-03-29","2000","Twin Falls Idaho (2000)"
"1498","boat|bully|dare|friend|river","Crime, Drama","$ 603951","$ 500000","English","USA",7.2,124,"2005-08-19","2005","Mean Creek (2005)"
"1499","bar|gay bar|love|mother son relationship|new york","Comedy, Romance","$ 307631","$ 500000","English","USA",6.3,26,"2001-03-11","2001","Never Again (2001)"
"1500","abuse of power|friendship|prison|prison guard|title directed by female","Drama, Thriller, Crime","$ 254293","$ 500000","English","USA",5.2,11,"2002-05-26","2002","Civil Brand (2002)"
"1501","bail|coma|dart board|indiana|ladder factory","Comedy, Drama","$ 154187","$ 500000","English","USA",6.6,81,"2005-11-16","2005","Lonesome Jim (2005)"
"1502","idol|musician|vomiting|watching television|wyoming","Comedy, Drama, Music","$ 90091","$ 500000","English","Switzerland, France, USA",5.8,11,"1993-06-11","1993","Johnny Suede (1993)"
"1503","bruce lee|jeet kune do|karate|satire|spoof","Comedy","$ 52868","$ 500000","English","USA",6,34,"2007-01-21","2007","Finishing the Game: The Search for a New Bruce Lee (2007)"
"1504","desert|dump|show|spectator|tire","Comedy, Fantasy, Horror","$ 100370","$ 500000","English","France, Angola",5.8,239,"2010-11-10","2010","Rubber (2010)"
"1505","best friend|high school|love|secret|wedding","Comedy, Romance","$ 32033","$ 500000","English","USA",5.6,9,"2007-07-23","2007","Kiss the Bride (2007)"
"1506","cheerleader|father son relationship|football coach|loss of father|mother son relationship","Drama, Sport","$ 13411","$ 500000","English","USA",6,17,"2002-09-14","2002","The Slaughter Rule (2002)"
"1507","alien|alien invasion|destroyed building|destruction|mexico","Adventure, Drama, Romance","$ 237301","$ 500000","English, Spanish","UK, Mexico, Guatemala",6.4,352,"2011-03-04","2011","Monsters (2011)"
"1508","artist|black comedy","Comedy","$ 12232","$ 500000","English","USA",6.3,27,"2007-06-08","2007","The Living Wake (2007)"
"1509","based on play|blood|independent film|teenager|zombie","Action, Adventure, Comedy","$ 1777","$ 500000","English","USA",4.5,32,"2012-04-27","2012","Detention of the Dead (2012)"
"1510","group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome","Drama","$ 2963","$ 100000","English","USA",6.2,24,"2002-07-12","2002","Everything Put Together (2002)"
"1511","cigarette butt|drone|funeral procession|nellis air force base|taliban","Drama, Thriller, War","$ 316472","","English","USA",6.4,175,"2016-02-25","2016","Good Kill (2016)"
"1512","domestic violence|housing project|new york city|poverty|racism","Crime, Drama","$ 2712293","$ 450000","English","USA",5.8,10,"1991-06-01","1991","Straight Out of Brooklyn (1991)"
"1513","civil rights|irish|march|northern ireland|protest march","Drama, History, War","$ 773228","GBP 2000000","English","UK, Ireland",7.6,102,"2002-05-03","2002","Bloody Sunday (2002)"
"1514","female frontal nudity|filming a wedding|lingerie slip|memory|wedding","Comedy, Drama, Romance","$ 379418","$ 450000","English","UK, USA",7,363,"2007-05-18","2007","Conversations with Other Women (2007)"
"1515","castration|chicken|fast food|indian burial ground|protest","Comedy, Horror, Musical","$ 13804","$ 500000","English","USA",6.1,94,"2012-07-06","2012","Poultrygeist: Night of the Chicken Dead (2012)"
"1516","apartment|dancing|debutante|new york|upper class","Comedy, Drama, Romance","$ 2960492","$ 230000","English","USA, Spain",7.4,78,"1990-08-03","1990","Metropolitan (1990)"
"1517","class president|family relationships|friend|high school|jock","Comedy","$ 44540956","$ 400000","English","USA",6.9,217,"2005-11-04","2005","Napoleon Dynamite (2005)"
"1518","blood splatter|car|neo noir|vengeance|vomiting","Crime, Drama, Thriller","$ 258384","$ 420000","English","USA, France",7.1,300,"2014-07-09","2014","Blue Ruin (2014)"
"1519","dark force|entity|evil force|found footage|paranormal phenomenon","Horror, Mystery, Thriller","$ 107918810","$ 15000","English","USA",6.3,303,"2010-02-05","2010","Paranormal Activity (2010)"
"1520","conspiracy|feminist|hippie|motorcycle|slapstick comedy","Comedy, Fantasy, Horror","$ 12604","$ 100000","English","USA",4.1,9,"2003-07-05","2003","Gory Gory Hallelujah (2003)"
